zinc_id,smiles
ZINC000000008533,C[C@H]1CSC(=S)N1C(=O)[C@@H]1[C@H]2C[C@H]3OC(=O)[C@]1(C)[C@H]3C2
ZINC000000008534,CC[C@@H]1CSC(=S)N1C(=O)[C@H]1[C@@H]2C[C@@H]3OC(=O)[C@H]1[C@@H]3C2
ZINC000000008535,C[C@H]1CSC(=S)N1C(=O)[C@H]1[C@H]2C[C@H]3OC(=O)[C@]1(C)[C@H]3C2
ZINC000000008536,C[C@H]1CCC[C@H](Nc2nnc(-c3cccs3)c3ccccc23)[C@H]1C
ZINC000000008537,CC(C)C[C@@H](C)Nc1nnc(-c2cccs2)c2ccccc12
ZINC000000008538,CC(C)(C)CNc1nnc(-c2cccs2)c2ccccc12
ZINC000000008539,C[C@@H](Nc1nnc(-c2ccccc2)c2occc12)C1CCCCC1
ZINC000000008540,CNC(=O)c1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008541,CN(C)C(=O)c1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008542,NC(=O)c1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008543,CN(C)C(=O)Cc1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008544,CS(=O)(=O)NCc1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008545,CC(=O)NCc1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008546,NS(=O)(=O)c1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008547,CNS(=O)(=O)c1cc2cccc(C3=CCCNC3)c2s1
ZINC000000008548,CNC(=O)c1sc2c(C3=CCCNC3)cccc2c1C
ZINC000000008549,c1ccc([C@H](CC2CCCCC2)Nc2nc3ccccc3o2)nc1
ZINC000000008550,Cc1ccc2oc(N[C@H](CC3CCCCC3)c3ccccn3)nc2c1
ZINC000000008551,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@@]2(C)CCS[C@@H]12
ZINC000000008552,CN(C)C(=O)Oc1ccc2c(c1)[C@@]1(C)CCS[C@H]1N2C
ZINC000000008553,CCOc1cc2cc(CCC(=O)N(C)O)sc2cc1OCC
ZINC000000008554,COc1cc2cc(CCC(=O)Nc3nnn[nH]3)sc2cc1OC
ZINC000000008555,COc1cc2cc(CCC(=O)N(C)O)sc2cc1OC
ZINC000000008557,O=C(c1ccc2[nH]ccc2c1)N1CCC(Cc2ccccc2)CC1
ZINC000000008558,Nc1ccc2c3c(cccc13)C(=O)NC2=O
ZINC000000008559,Cc1cnc2c(c1)C(=O)c1nccc(Cl)c1C2=O
ZINC000000008560,NC(=O)c1cccc2cccc(-c3nn[nH]n3)c12
ZINC000000008563,CCOC(=O)c1cccc(NC(=O)CBr)c1
ZINC000000008566,CCC[C@@H]1C(=O)N[C@]2([C@@H](O)C(C)C)C(=O)O[C@@H]12
ZINC000000008568,COC(=O)Nc1ccc2occ(CCNC(=O)C3CC3)c2c1
ZINC000000008569,Cc1ncn(C2CCNCC2)c1-c1ccnc(N)n1
ZINC000000008570,CCc1cc(C(C)C)nn1-c1ccc(NC(=O)c2cccnc2)cc1
ZINC000000008571,COc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1
ZINC000000008572,CCC(=O)NC[C@H]1C[C@H]1c1cccc2c1CCO2
ZINC000000008573,C=CCC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1
ZINC000000008574,CN(C)CCOc1ccc(-c2cccc(N)n2)c2c1[C@H]1CC[C@@H]2C1
ZINC000000008575,c1ccc2c(N3CCc4cc5c(cc4C3)OCO5)nncc2c1
ZINC000000008576,c1ccc2c(c1)SCc1c(-c3ccncc3)n[nH]c1-2
ZINC000000008577,Cc1sc(C)c2c1CCCc1c[nH]nc1-2
ZINC000000008579,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@@H](O)C3)c2c1C
ZINC000000008580,c1csc(-c2ccc3c(c2)OCO3)n1
ZINC000000008581,Cc1cc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cnc1N
ZINC000000008582,S=C(NCCC1=CCCCC1)Nc1ccc(Br)cn1
ZINC000000008586,S=C(NCCc1cccs1)Nc1ccc(Br)cn1
ZINC000000008588,Fc1ccc2c(c1F)C[C@H]1CNC[C@@H]2C1
ZINC000000008589,O=[N+]([O-])c1cccc2[nH]c(SCc3ccc4ccccc4n3)nc12
ZINC000000008590,N#Cc1c(Cl)c(-c2cccnc2)n2ccccc12
ZINC000000008591,C[C@H]1CC[C@H](C(C)(C)O)C[C@H]1N(C)c1ncnc2[nH]ccc12
ZINC000000008592,Fc1c[nH]c2ncnc(N3CCCCC3)c12
ZINC000000008593,COc1ccc(CCN2C(=O)CS[C@H]2c2ccc(C)c(C)c2)cc1
ZINC000000008595,CCc1cn(-c2ccccn2)c2c1C(=O)CC(C)(C)C2
ZINC000000008596,CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1
ZINC000000008597,Nc1c(O)n[nH]c1C1CCCCC1
ZINC000000008598,CCCC(F)(CCC)C(N)=O
ZINC000000008599,CNC(=O)c1cc(-c2ccc(OC)cc2)nn(CC2CC2)c1=O
ZINC000000008600,O=C1Nc2ccc(Cl)cc2[C@](C#CC2CC2)(C(F)(F)F)N1
ZINC000000008601,CCC(CC)c1cnn2c(Nc3c(C)cc(C)cc3C)nc(C)nc12
ZINC000000008602,O=C(NO)[C@H]1CCC[C@@H]1C(=O)N1CCC(c2ccccc2)CC1
ZINC000000008603,O=C1NC(=O)c2c1c1c[nH]c3cccc(c4[nH]c5ccccc5c24)c31
ZINC000000008604,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1
ZINC000000008605,CCNC(=S)c1cccnc1S
ZINC000000008606,CCCc1c(O)cc2oc3cc(Cl)cn3c(=O)c2c1O
ZINC000000008607,COc1ccc(C2(C#N)CCOCC2)c2nc(C(C)C)oc12
ZINC000000008608,CC(=O)C(=Cc1ccc(S(C)(=O)=O)c(Cl)c1)C(C)=O
ZINC000000008609,CCc1cn(-c2ccc(F)cc2C)c2c1cnc1c(OC)cccc12
ZINC000000008610,CCOC(=O)C1(Nc2nc(N)nc3ccccc23)CCCCC1
ZINC000000008612,COC(CC(=O)c1cc2c3c(c(N)cc(NC(C)=O)c3n1)N=C2)OC
ZINC000000008614,COc1ccccc1CN(C(C)=O)c1cnccc1Oc1ccccc1
ZINC000000008615,N=C1C(Cl)=C(N)C(=O)c2[nH]cc([C@H](O)CO)c21
ZINC000000008616,COc1cccc(CCc2ccccc2OCC[C@H]2CCCN2C)c1
ZINC000000008617,C[C@H](CF)OC(=O)[C@H]1[C@@H]2CC[C@H](C[C@H]1c1ccc(Cl)cc1)N2C
ZINC000000008618,NC[C@@H](O)[C@H]1C[C@H](Oc2cccc(-c3ccccc3)c2)CN1
ZINC000000008619,COC(=O)NC[C@@H](C)c1ccc(-c2ccsc2)cc1
ZINC000000008620,C/N=C1\S[C@H]2Cc3cc(OCC(F)(F)F)ccc3[C@@]2(O)N1C
ZINC000000008621,CC(C)(C)/[N+]([O-])=C/c1cc(Cl)ccc1O
ZINC000000008623,CN1C[C@](O)(c2ccc(-c3ccccc3)cc2)O[C@H]2CCCC[C@@H]21
ZINC000000008624,Nc1nc2c(ncn2[C@H]2C=C[C@@H](CO)[C@H](O)C2)c(=O)[nH]1
ZINC000000008625,O=c1cc(Cc2c(F)cccc2F)nc(SC2CCCC2)[nH]1
ZINC000000008626,O=C1O[C@H](O)[C@H]2[C@@H]3CC[C@@H](O3)[C@@H]12
ZINC000000008627,Cc1ccc2c3c1sc1ccncc1c3nn2CCN(C)C
ZINC000000008628,CCc1cnc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
ZINC000000008630,COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1
ZINC000000008631,N=C(Nc1cccc2ccccc12)N1CCSc2ccccc21
ZINC000000008632,C=C(CNS(C)(=O)=O)c1ccc(Br)cc1
ZINC000000008634,O=C1c2nc3n(c2C(=O)c2c1nc1n2CCC1)CCC3
ZINC000000008635,Cn1cc(-c2cnc(-c3cn(C)c4ccccc34)cn2)c2ccccc21
ZINC000000008636,CC(=O)CN1CC(C)(C)Sc2ccc([N+](=O)[O-])cc21
ZINC000000008637,CCc1c(-c2ccc(O)cc2)c2ccc3cccc1n32
ZINC000000008638,CN1C(=O)CC[C@@]2(C)C3=CCCC[C@H]3CC[C@H]12
ZINC000000008639,C=C(C)[C@@H]1[C@@H]2C[C@@H](C)[C@@H]3CC[C@@H](C)C4=C(O)C(=O)[C@@]1(C)C(=O)[C@@]423
ZINC000000008640,C[C@@H](CNS(C)(=O)=O)c1ccc(Br)cc1
ZINC000000008641,CC(C)NS(=O)(=O)C[C@@H](C)c1ccccc1
ZINC000000008642,CC(C)S(=O)(=O)NC[C@@H](C)C1CCN(c2ccccc2F)CC1
ZINC000000008643,CO[C@H](CNS(C)(=O)=O)c1ccc(Br)cc1
ZINC000000008646,CS(=O)(=O)Nc1cccc2c1CCC[C@H]2c1cnc[nH]1
ZINC000000008647,Cc1cc(C)cc(Nc2ncc(Cc3ccncc3)c3ccccc23)c1
ZINC000000008648,O=c1c(Cc2ccccc2)cn(-c2ccc(F)cc2)c2ncccc12
ZINC000000008649,COc1ccc(-c2cc3c(OC)cc(OC)cc3[nH]c2=O)cc1
ZINC000000008650,O=C1c2scc(-c3ccc(O)c(O)c3)c2-n2cccc21
ZINC000000008651,Clc1nc2ccccc2c2c1ncn2CCC1CCNCC1
ZINC000000008653,CN[C@@H]1c2ccccc2CN2CCCC[C@@H]12
ZINC000000008654,CSc1ccc(-c2cn(CNC(C)=O)oc2=O)cc1
ZINC000000008655,Fc1ccc(-c2nc(-c3ccccc3)nn2-c2ccncc2)cc1
ZINC000000008656,CCOc1nsnc1C1[C@@H]2CC3C[C@H]1CN(C3)C2
ZINC000000008657,NC(=O)c1ncc[nH]c1=O
ZINC000000008658,C[C@@H](O)CCn1c(Cn2nnc3ccccc32)nc2ccccc21
ZINC000000008659,CCOC(=O)c1cccc(NC(=O)CI)c1
ZINC000000008660,Cc1cccc(C)c1CNc1cccn2c(C)c(CO)nc12
ZINC000000008661,O=c1[nH]c(=O)n([C@H]2CO[C@@H](CO)O2)cc1/C=C/Br
ZINC000000008662,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccc(O)cc12
ZINC000000008663,Fc1ccccc1-c1nc(Nc2ccncc2)c2ccccc2n1
ZINC000000008664,N#Cc1cccc(-c2ccc(-c3nnn[nH]3)cc2)c1
ZINC000000008665,CCOC(=O)C1(c2ccc(Cl)c(Cl)c2)CCN(C)CC1
ZINC000000008666,CN1CCC[C@@H]1CCc1c[nH]c2ccc(-c3cccs3)cc12
ZINC000000008667,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
ZINC000000008668,COc1cccc(OC)c1/C=C1\Oc2cc(O)ccc2C1=O
ZINC000000008669,CCc1nn(C[C@H](C)N)c2cc(SC)ccc12
ZINC000000008670,COc1ccc2c(c1)c(C[C@@H](C)N)c1n2CCC1
ZINC000000008671,C[C@H](N)Cn1ccc2ccc3ncccc3c21
ZINC000000008672,C[C@@H](N)Cc1n[nH]c2ccc(Br)cc12
ZINC000000008673,C[C@@H](N)CN1CCc2ccc(Cl)cc21
ZINC000000008674,c1ccc([C@@H]2C[C@H](NC3=NCCS3)c3ccccc3S2)cc1
ZINC000000008675,COc1cc(O)c2c(O)cc(C(=O)[C@@H](C)O)cc2c1
ZINC000000008676,O[C@H](CCc1cccnc1F)COc1ccc(-c2ccccc2)cc1
ZINC000000008677,Oc1ccccc1[C@@H]1CCN(C2CCCCCCCC2)C[C@H]1O
ZINC000000008678,CC(C)c1cc(I)cc(C(C)C)c1O
ZINC000000008679,COC(=O)[C@@]12CCC(C(C)C)=C1[C@@H]1CC=C(C=O)CC(=O)[C@@]1(C)CC2
ZINC000000008680,CCn1c2c(c(C)c1-c1ccc(O)cc1)CC(=O)CC2
ZINC000000008681,CC(C)C[C@@H]1CNC[C@H]1C(=O)O
ZINC000000008682,CCN(CC)C[C@@H](O)c1cccc2cc(C)c(C)nc12
ZINC000000008683,CCC[C@@H](O)CNc1nc(N)nc2ccccc12
ZINC000000008686,Nc1ncnc2c1nc(Cl)n2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
ZINC000000008687,CC[C@@H](C)SSc1ncc[nH]1
ZINC000000008688,CSc1ccc2cnn(C[C@H](C)N)c2c1
ZINC000000008689,N[C@@H]1CCC[C@H]1C(c1cccc(F)c1)c1cccc(F)c1
ZINC000000008690,O[C@]12N=C(c3ccccc3)S[C@H]1Cc1cc(Cl)ccc12
ZINC000000008691,O=c1cc(-c2ccncc2)nc(CCCc2ccccc2)[nH]1
ZINC000000008692,C1CCCCCC2(CCCCC1)OOCCCOO2
ZINC000000008693,C[C@@H](NC1=NS(=O)(=O)c2cc(Cl)cnc2N1)C(C)(C)C
ZINC000000008694,COc1cc2c(c(N)c1OC)C(=O)/C(=C/c1cc(C)c(O)c(C)c1)C2
ZINC000000008695,Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1
ZINC000000008698,COc1cc(NC(=O)NCc2cccnc2)c(O)c(C(C)(C)C)c1
ZINC000000008699,C[C@H]1O[C@]2(CS1)CN1CCC2CC1
ZINC000000008700,CCOc1ccc2c(c1)C=CC1(CCCCC1)N2
ZINC000000008702,Cc1cc(-c2nc3cc(F)ccc3s2)ccc1N
ZINC000000008704,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12
ZINC000000008705,O=C1CC[C@@H]2CN(S(=O)(=O)c3ccc(F)cc3)CCN12
ZINC000000008707,Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1
ZINC000000008708,CN1CCn2c(-c3ccncc3)nnc2-c2ccccc21
ZINC000000008709,COc1cc2c(cc1OC)-c1cnc(N[C@H](C)c3ccccc3)n1CC2
ZINC000000008710,Clc1ccc(C2=C[C@H]3CN[C@@H]2C3)cn1
ZINC000000008711,COC(=O)[C@H](C)NS(=O)(=O)c1nc(-c2ccccc2)ns1
ZINC000000008712,O=C1C=CC[C@H]2[C@H]3CCCN4CCC[C@H](CN12)[C@H]34
ZINC000000008713,CCN(CC)C[C@@H](O)c1cccc2c(C)c(C)oc12
ZINC000000008714,O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1ccccc1
ZINC000000008716,CCc1ccc(CSc2nc(Cl)c(Cl)[nH]2)cc1
ZINC000000008717,CC(C)Cc1ccc([C@@H](C)/C(O)=N/S(C)(=O)=O)cc1
ZINC000000008718,Nc1nc(-c2ccccc2)[n+](-c2ccc3ccccc3c2)s1
ZINC000000008719,Fc1ccc(-c2nccnc2-c2ccncc2)cc1
ZINC000000008720,COc1cc(NCC(=O)Nc2ccc(F)cc2)ccc1-c1cnco1
ZINC000000008721,CN[C@@H](C)C/C=C/c1cccc(N)c1
ZINC000000008722,Fc1ccc(-c2nc[nH]c2-c2ccnc(Nc3cccc(F)c3)n2)cc1
ZINC000000008723,COc1cc(Nc2nc(N)n(-c3ccccc3)n2)ccc1-c1cnco1
ZINC000000008724,Cc1cc(C)cc(NC(=O)Nc2ncc(C(C)C)s2)c1
ZINC000000008725,CC(C)c1cnc(NC(=O)Cc2ccc(N(C)C)cc2)s1
ZINC000000008726,NCCc1cn2c3c(cc(Cl)cc13)SCC2
ZINC000000008727,Cc1cnc2c(c1)C(=O)c1c(oc(C)c1C)C2=O
ZINC000000008728,CC(=S)NC[C@@H]1CC(c2ccc(-n3ccc(C=O)c3)c(F)c2)=NO1
ZINC000000008729,COc1cc(-c2n[nH]c3c2Cc2ccccc2-3)cc(OC)c1OC
ZINC000000008730,Cn1ncc2c(c1=O)SCCCN2Cc1ccccc1
ZINC000000008732,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
ZINC000000008733,COc1ccc([C@H]2C[C@@H](C(=O)NO)NC2=O)cc1
ZINC000000008734,CCN(CC)[C@@H](CO)c1cccc2cc(C)c(C)nc12
ZINC000000008735,CCN1CCN(c2cccc3[nH]c(=O)oc23)CC1
ZINC000000008736,CN1CCN(c2cccc3[nH]c(=O)oc23)CC1
ZINC000000008737,COC(=O)COc1ccc2cc(-c3noc(O)n3)ccc2c1
ZINC000000008739,Cc1cc(Cl)cc2nc(N3CCCNCC3)oc12
ZINC000000008740,Nc1ncc2c(n1)-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
ZINC000000008741,COc1cc2ncc(NC3CCC(O)CC3)nc2cc1OC
ZINC000000008742,OC1CCC(Nc2nc(-c3ccc(Cl)cc3)nc3c2CCC3)CC1
ZINC000000008743,COc1cc2nc(N[C@@H]3C[C@@H]4CC[C@H]3C4)cnc2cc1Cl
ZINC000000008744,O=c1oc(-c2c(F)cccc2F)nc2ncccc12
ZINC000000008745,NC(=O)c1cccc2[nH]c(C3CCNCC3)nc12
ZINC000000008746,CC(=O)Oc1c(C(C)(C)C)cc(/C=[N+](\[O-])C(C)(C)C)cc1C(C)(C)C
ZINC000000008748,CN1[C@H]2CC[C@@H]1C=C(c1ccccc1I)C2
ZINC000000008750,O=C(Cc1ccccc1)c1cc(O)c(O)c([N+](=O)[O-])c1
ZINC000000008751,Clc1ccc(N2C[C@@H]3C[C@H]2CN3)cn1
ZINC000000008752,c1cncc(N2CCN3CCC2CC3)c1
ZINC000000008753,CN1CCC(c2c[nH]c3ccc(C(=O)CCc4cn[nH]c4)cc23)CC1
ZINC000000008754,Fc1ccc(Nc2nc(-c3ccncc3)cs2)cc1
ZINC000000008755,CCC[C@@H]1[C@@H](c2ccc(F)cc2)C[C@@H]2C[C@@H](F)[C@H]1N2C
ZINC000000008756,CC[C@@H]1C(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C[C@H]1C(=O)O
ZINC000000008758,CCn1c(=O)n(CC)c2c3c(ccc21)CCCC3
ZINC000000008759,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n2nc(C(C)C)nc12
ZINC000000008760,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@@H]12
ZINC000000008761,O=C1OC[C@@H]2[C@H](O)c3cc4c(cc3[C@H](c3ccc(F)nc3)[C@@H]12)OCO4
ZINC000000008764,O=C1C=C(OC(=O)C2CC2)CCC1
ZINC000000008765,CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12
ZINC000000008767,CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1
ZINC000000008768,NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1
ZINC000000008769,Cc1ccc(S(=O)(=O)c2nc(-c3ccccc3)oc2N(C)C)cc1
ZINC000000008770,CSc1nccc(-c2cccnc2-c2ccc(F)cc2)n1
ZINC000000008771,O=C(Nc1ccccc1)c1n[nH]c2c1C(=O)CCC2
ZINC000000008772,O=C1c2c(ccc3ccccc23)CN1[C@H]1CN2CCC1CC2
ZINC000000008774,Cc1ccc2c(=O)oc(Nc3ccc(Oc4ccccc4)cc3)nc2c1
ZINC000000008776,O=C(O)c1cc2cc(-c3cccc(F)c3)c([N+](=O)[O-])cc2[nH]c1=O
ZINC000000008777,Nc1nc(NC2CC2)c2ncn([C@@H]3CO[C@H](CO)O3)c2n1
ZINC000000008778,c1cncc(CNc2cnc3c(c2)C[C@@]2(CN4CCC2CC4)O3)c1
ZINC000000008779,CN(C)Cc1ccc(-c2[nH]c3cccc4c3c2CNC4=O)cc1
ZINC000000008780,CC(=O)N1CCN(C(=O)Nc2ccc(F)cc2)CC1
ZINC000000008781,CCOC(=O)COc1ccc(/C=C/C(=O)NCc2cccnc2)cc1
ZINC000000008782,N=C(N)NCC(=O)Nc1c(Cl)cccc1Cl
ZINC000000008783,N#Cc1c(N)n(CCc2ccccc2)c2ncnc(N)c12
ZINC000000008784,CCS(=O)(=O)Nc1cccc(Cc2c[nH]cn2)c1
ZINC000000008785,CCN(CC)CCCN1CC/C(=C/c2ccc(OC)cc2)C1
ZINC000000008786,C[C@@H]1N(C)CC[C@@]1(O)c1ccc2ccccc2c1
ZINC000000008787,O=C1NC[C@@H]2c3ccccc3Oc3cccc1c32
ZINC000000008789,CC(C)(C)c1ccc(OC(=O)Cc2cccs2)c(O)c1
ZINC000000008790,O=C(O)c1cc2cc(-n3ccc(=O)cc3)c([N+](=O)[O-])cc2[nH]c1=O
ZINC000000008791,CC1=NCCN1CCO[C@H](c1ccccc1)c1ccccc1C
ZINC000000008794,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1
ZINC000000008795,Clc1ccc2c(c1)N1CCNC[C@H]1C2
ZINC000000008797,C[C@@H](N)Cc1cc(F)cc2ccoc12
ZINC000000008798,CCN1CCC[C@H]1[C@@H](O)c1cccc2cc(C)c(C)nc12
ZINC000000008800,NCc1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1
ZINC000000008801,Cn1nc(-c2ccc(C(=O)O)cc2)cc1-c1ccc(Cl)cc1
ZINC000000008802,O=C(O)c1cc2cc(O)ccc2n1Cc1ccc(Cl)c(Cl)c1
ZINC000000008803,Cc1cc(NC(=O)Nc2ccc3nc(C)oc3c2)c2ccccc2n1
ZINC000000008804,O=C(/C=C/c1cccc2c1OCO2)Nc1ccnc2ccccc12
ZINC000000008805,Cn1ccc2cc(C(=O)N3Cc4cccn4Cc4ccccc43)ccc21
ZINC000000008806,Cc1ccc2[nH]cc(-c3cn(C)cc3-c3c[nH]c4ccc(C)cc34)c2c1
ZINC000000008807,C[C@H]1Cc2cc(O)ccc2[C@H]2CC[C@@]3(C)C[C@H](O)C[C@H]3[C@H]12
ZINC000000008808,Cc1cc(C)c(C(=O)N[C@H](C#N)c2ccc(C)o2)c(C)c1
ZINC000000008809,CC(=O)N[C@H]1[C@H](O)[C@@H]2O[C@@H](c3ccccc3)OC[C@@H]2O[C@H]1O
ZINC000000008811,O[C@H](c1cccs1)C1CCN(c2nncc3ccccc23)CC1
ZINC000000008812,CN(C(=O)Cn1cnc2cnc(-c3ccccc3)nc21)c1ccccc1
ZINC000000008813,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1
ZINC000000008814,Cc1cc2c(cc1C)CC1(CNC=N1)C2
ZINC000000008815,CC(C)S(=O)(=O)NC[C@@H](C)c1ccc(-c2ccc(C#N)cc2)cc1
ZINC000000008816,O=c1[nH]nnc2nn(Cc3ccccc3Cl)cc12
ZINC000000008817,Cn1cc(C2=C(O)C(=O)C(c3ccccc3)=C(O)C2=O)c2ccccc21
ZINC000000008819,CCC(=O)N1CCN(C(=O)c2ccccc2)CC1
ZINC000000008820,C[C@@H](/N=C(\S)Nc1ccc(Br)cn1)c1ccccc1
ZINC000000008821,C=Cc1cn([C@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c(=O)nc1N
ZINC000000008822,CO[C@@H](C)c1c(O)c(=O)cc(C)n1C
ZINC000000008823,CN(C)CCc1coc2ccc(C(N)=O)nc12
ZINC000000008824,CCOc1cc(-c2ccccn2)nc(-c2ccccn2)c1
ZINC000000008825,c1csc(-c2cnn3c(-c4ccncc4)ccnc23)c1
ZINC000000008826,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1
ZINC000000008827,CC(=O)Oc1ccccc1C(=O)OCc1cccc(CO[N+](=O)[O-])n1
ZINC000000008828,O=C1CCC2=C1[C@@H](c1ccc(Cl)c([N+](=O)[O-])c1)C1C(=O)CCC1=N2
ZINC000000008829,CNC1=N[C@]2(O)c3ccc(Cl)cc3C[C@]2(F)S1
ZINC000000008832,c1cc2c(c(OC[C@@]34CNC[C@@H]3c3ccccc34)c1)OCO2
ZINC000000008833,CC(=O)N1N=C(S(C)(=O)=O)S[C@@H]1c1ccc2ccccc2c1
ZINC000000008834,CS/C(=N\c1ccc(C)cc1)SCc1ccccc1C(=O)O
ZINC000000008835,N=C1NCCCN1Cc1ccc(Cl)nc1
ZINC000000008836,Fc1ccccc1Cn1c(-c2ccc3c(c2)OCO3)nc2ccccc21
ZINC000000008839,O=C(O)c1nc2c(=O)[nH]c3cc(Cl)c(-n4cnnc4)cc3n2n1
ZINC000000008841,C[C@]12CC[C@@H]3[C@H](CC=C4C[C@H](O)CC[C@]43C)[C@@H]1CC=C2n1ccnn1
ZINC000000008842,CC[C@@H](C)Nc1ccc(Oc2ccc(O)cc2)cc1
ZINC000000008843,C[C@H](N)CC(c1cccc(F)c1)c1cccc(F)c1
ZINC000000008845,Cn1cc(NS(C)(=O)=O)c(=O)c2ccccc21
ZINC000000008846,C#C[C@@]1(CO)O[C@H](n2cc(F)c(N)nc2=O)C[C@H]1O
ZINC000000008847,O=C1NCCc2c(-c3ccc(F)cc3)[nH]c3cccc1c23
ZINC000000008848,Fc1ccc(Oc2ccc(-c3c[nH]cn3)cc2F)cc1
ZINC000000008849,O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2
ZINC000000008850,O=S(=O)(c1ccc(Cl)cc1)N1CCC[C@H]1c1cccs1
ZINC000000008851,O=S(=O)(C=Cc1ccc(Cl)cc1)Cc1ccc(F)cc1
ZINC000000008853,CO[C@H]1O[C@]2(c3ccc(C(=O)O)cc3)CC[C@@H]3CCCC[C@@]31OO2
ZINC000000008854,Nc1ccc(Sc2ccc3ccccc3c2Cl)c(Cl)c1
ZINC000000008855,O=S(=O)(/C=C/c1ccc(F)cc1)Cc1ccc(Cl)cc1
ZINC000000008856,Cc1ccc(C2(C(=O)N[C@@H](C(=O)NO)C(C)C)CC2)cc1
ZINC000000008857,c1ccc2c(c1)Cc1c(-c3ccc(CNc4ccncc4)cc3)n[nH]c1-2
ZINC000000008859,C[C@@]12C[C@@H](O)c3c(ccc4cc(O)ccc34)[C@]13C[C@@H]3C[C@@H]2O
ZINC000000008860,CCN(CC)[C@@H](CO)c1cccc2[nH]c(C)cc12
ZINC000000008861,CCN(CC)C[C@@H](O)c1cccc2[nH]c(C)cc12
ZINC000000008862,Nc1ncc(Oc2ccc(Cl)cc2)c(NC2CCC(O)CC2)n1
ZINC000000008863,Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1
ZINC000000008864,CC1(C)c2nc[nH]c2CCN1C(=O)CCC1CCCCC1
ZINC000000008865,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)C=C2
ZINC000000008866,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](O)[C@H]2O
ZINC000000008868,CN1CCCC[C@@H]1CC(=O)c1ccc(Br)cc1
ZINC000000008869,NC1=NCCSc2ccsc21
ZINC000000008870,NC(=O)c1cccc2[nH]c(C3CCC(N)CC3)nc12
ZINC000000008872,O=C1c2c[n+]([O-])c3ccccc3c2C(=O)c2[nH]c3ccccc3c21
ZINC000000008873,N#CN1CC[C@H](NS(=O)(=O)c2ccccc2)C1
ZINC000000008874,c1ncc(N2CCCNCC2)cc1OCC1CCC1
ZINC000000008875,O=C1CN2CC[C@H](c3ccc(Cl)cc3)[C@@H]1C2
ZINC000000008876,NC(=O)N(O)CC1=Cc2sc(Cn3ccnc3)cc2CC1
ZINC000000008877,O=C(NC[C@@H]1CCCO1)c1c[nH]c2ccccc2c1=O
ZINC000000008878,CC(C)n1c(=O)[nH]c2ccc(-c3cccc([N+](=O)[O-])c3)cc21
ZINC000000008879,O=C1Nc2ccc(-c3cc(F)cc([N+](=O)[O-])c3)cc2C12CCCCC2
ZINC000000008880,S=C1Nc2ccc(-c3cccc(Cl)c3)cc2C12CCCCC2
ZINC000000008881,CC1(C)OC(=S)Nc2ccc(-c3csc(C#N)c3)cc21
